no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,0,3,0,226,0,0,0,0,0
2,0,0,2,0,186,0,0,0,1,0
2,0,2,1,0,73,0,0,0,1,1
2,0,1,3,0,139,0,0,0,1,1
3,0,2,5,0,165,0,0,0,0,0
1,0,0,1,0,21,0,0,0,1,1
2,1,2,4,0,115,0,0,0,1,1
3,0,1,1,0,193,0,0,0,1,0
2,0,0,2,0,320,0,0,0,1,0
1,0,0,2,0,164,0,0,0,0,0
1,0,0,3,0,37,0,0,0,0,1
2,0,2,3,0,50,0,0,0,1,1
2,0,2,1,0,41,0,0,0,0,1
1,0,1,2,0,114,0,0,0,0,0
2,0,0,2,0,17,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,0,1,3,0,210,0,0,0,0,1
1,0,1,5,0,349,0,0,0,0,0
2,0,2,4,0,21,0,0,0,1,1
2,0,2,2,0,6,0,0,0,3,1
2,0,1,4,0,41,0,0,0,2,1
2,0,2,1,0,2,0,0,0,1,1
2,0,0,1,0,110,0,0,0,1,1
2,0,0,2,0,67,0,0,0,1,1
2,0,0,2,0,256,0,0,0,1,0
2,0,0,3,0,137,0,0,0,0,0
2,0,1,3,0,12,0,0,0,2,1
3,0,1,2,0,36,0,0,0,2,1
2,0,0,4,0,21,0,0,0,0,1
2,0,2,2,0,4,0,0,0,1,1
2,1,1,2,0,109,0,0,0,1,1
2,1,1,0,1,5,0,0,0,2,1
2,0,0,1,0,11,0,0,0,1,0
1,0,1,0,0,6,1,3,1,0,1
2,0,2,0,0,61,0,0,0,0,1
1,0,2,1,0,116,0,0,0,0,1
3,0,0,2,0,73,0,0,0,2,1
1,0,2,7,0,35,0,0,0,0,0
1,0,1,5,0,22,0,0,0,2,1
2,0,2,1,0,150,0,0,0,0,1
2,0,1,2,0,187,0,0,0,3,1
1,0,1,0,0,36,0,0,0,1,0
2,0,0,1,0,0,0,0,0,2,1
2,0,0,1,0,0,0,0,0,1,1
2,0,0,3,0,50,0,0,0,0,1
1,0,1,0,0,5,0,0,0,0,1
1,0,0,1,0,15,0,0,0,0,1
2,0,2,3,0,12,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,1
3,0,2,2,0,211,0,0,0,1,0
2,0,2,1,0,282,0,0,0,0,1
1,0,0,3,0,166,0,0,0,0,0
1,0,0,4,0,109,0,0,0,1,0
2,0,1,5,0,94,0,0,0,1,1
2,0,0,3,0,326,0,0,0,2,0
2,2,0,2,0,33,0,0,0,1,1
2,0,2,2,0,3,0,0,0,0,1
2,0,2,4,0,140,0,0,0,1,1
1,0,0,1,0,16,1,0,1,0,1
2,0,0,3,0,6,0,0,0,1,1
3,0,1,0,0,103,0,0,0,0,0
1,0,1,3,0,191,0,0,0,0,1
2,0,0,3,0,100,0,0,0,0,1
2,0,1,3,0,322,0,0,0,0,0
2,0,1,2,0,161,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0
2,0,0,2,0,28,0,0,0,0,0
2,0,2,0,0,2,1,1,5,4,1
2,0,0,3,0,36,0,0,0,1,1
2,0,2,0,0,75,0,0,0,0,1
2,2,2,3,0,12,0,0,0,0,0
2,0,1,2,0,115,0,0,0,0,0
2,0,1,1,0,44,0,0,0,0,1
2,0,0,3,0,42,0,0,0,1,1
2,0,0,3,0,49,0,0,0,0,0
1,0,3,7,0,11,0,0,0,1,0
1,0,1,0,0,10,0,0,0,1,1
1,2,1,4,0,88,0,0,0,1,0
1,0,0,5,0,18,0,0,0,0,1
2,0,1,3,0,66,0,0,0,1,1
2,0,1,2,0,19,0,0,0,0,1
3,0,0,1,0,12,0,0,0,0,1
2,0,1,3,1,47,0,0,0,1,1
2,0,1,1,0,301,0,0,0,1,0
3,0,1,2,0,77,0,0,0,2,1
2,0,2,0,0,117,0,0,0,0,1
2,0,2,2,0,18,0,0,0,2,1
2,0,1,1,0,7,0,0,0,0,1
2,0,0,4,0,259,0,0,0,1,1
3,0,2,1,0,73,0,0,0,1,0
2,0,0,1,0,4,0,0,0,0,1
2,0,1,0,0,6,0,0,0,1,1
2,0,1,3,0,287,0,0,0,0,0
3,0,0,4,0,128,0,0,0,2,1
2,0,2,5,0,11,0,0,0,1,1
2,0,1,4,0,27,0,0,0,0,1
2,0,1,0,0,258,0,0,0,0,0
2,0,0,4,0,35,0,0,0,1,1
2,0,2,1,0,224,0,0,0,0,0
2,0,2,3,0,54,0,0,0,0,1
3,0,0,1,0,19,0,0,0,2,1
2,0,0,3,0,1,0,0,0,1,1
1,0,1,3,0,6,0,0,0,1,1
2,0,1,3,0,60,0,0,0,0,1
1,0,0,3,0,335,0,0,0,0,1
2,0,0,2,0,265,0,0,0,1,0
2,0,0,2,0,2,0,0,0,0,0
2,0,0,2,0,112,0,0,0,0,1
1,0,0,1,1,2,1,1,15,1,1
2,0,0,3,0,31,0,0,0,2,1
2,0,1,3,0,66,0,0,0,2,1
1,0,1,2,0,91,0,0,0,0,1
2,0,2,1,0,67,0,0,0,1,1
2,0,1,2,0,150,0,0,0,1,1
2,0,0,2,0,15,0,0,0,2,1
2,0,1,3,0,64,0,0,0,1,0
2,0,1,3,0,46,0,0,0,0,1
2,0,2,2,0,139,0,0,0,0,0
2,0,2,1,0,87,0,0,0,2,1
2,0,0,2,0,265,0,0,0,1,0
2,0,2,2,0,127,0,0,0,1,1
1,0,0,2,0,42,0,0,0,0,1
2,0,0,2,0,320,0,0,0,1,0
2,0,2,1,0,19,0,0,0,2,1
1,0,1,2,0,219,0,0,0,0,1
2,0,0,1,0,20,0,0,0,0,1
2,0,0,3,0,151,0,0,0,0,0
2,0,0,2,0,257,0,0,0,0,0
2,1,0,2,0,135,0,0,0,1,1
2,0,1,2,0,15,0,0,0,2,1
2,2,0,1,1,140,0,0,0,2,1
2,0,1,2,0,67,0,0,0,0,1
2,0,1,1,0,174,0,0,0,0,0
2,1,0,5,0,181,0,0,0,2,0
2,0,1,2,0,198,0,0,0,0,0
2,0,1,3,0,12,0,0,0,0,1
2,0,0,1,0,5,0,0,0,0,1
1,0,1,2,0,180,0,0,0,0,0
2,0,2,1,0,49,0,0,0,0,0
2,2,2,2,0,86,0,0,0,1,1
2,0,2,0,0,100,0,0,0,0,0
2,0,1,2,0,117,0,0,0,0,1
2,1,2,2,1,15,0,0,0,1,1
3,0,0,1,0,15,0,0,0,2,1
2,0,2,2,0,110,0,0,0,2,0
2,0,2,2,0,30,0,0,0,1,1
2,0,1,2,0,168,0,0,0,0,0
1,0,1,1,0,85,0,0,0,0,1
2,0,0,2,0,63,0,0,0,0,1
2,0,0,2,0,70,0,0,0,0,1
2,0,0,3,0,58,0,0,0,1,0
1,0,1,2,0,0,0,0,0,0,1
2,0,1,3,0,115,0,0,0,0,1
2,0,0,3,0,304,0,0,0,0,0
2,1,2,2,0,42,0,0,0,1,1
2,0,2,4,0,135,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,0,2,1,0,74,0,0,0,0,0
3,0,2,0,1,42,0,0,0,1,1
2,2,1,2,0,9,0,0,0,0,0
2,0,2,7,0,42,0,0,0,0,1
2,0,0,1,0,26,0,0,0,0,1
2,0,1,2,0,81,0,0,0,1,1
2,0,2,2,0,11,0,0,0,0,1
2,0,1,2,0,418,0,0,0,0,0
2,0,2,3,0,276,0,0,0,0,0
2,0,2,3,0,47,0,0,0,2,1
2,0,0,3,0,304,0,0,0,0,0
2,0,2,1,0,124,0,0,0,0,0
2,0,1,2,0,22,0,0,0,1,1
2,0,2,1,0,28,0,0,0,1,0
2,0,2,2,0,208,0,0,0,2,1
2,0,0,2,1,58,0,0,0,1,1
1,0,1,0,0,7,0,0,0,0,1
2,0,0,2,0,10,0,0,0,2,1
2,0,0,2,0,1,1,11,22,1,1
3,0,0,1,0,76,0,0,0,1,0
1,0,1,2,0,101,0,0,0,0,0
2,0,1,2,0,64,0,0,0,2,1
1,0,0,1,0,8,0,0,0,0,1
2,0,2,2,0,69,0,0,0,0,1
2,0,0,5,0,13,0,0,0,1,1
2,0,2,1,0,5,0,0,0,0,1
2,0,1,3,0,222,0,0,0,1,1
2,0,1,5,0,94,0,0,0,1,1
1,0,1,3,0,5,0,0,0,0,1
2,0,1,3,0,60,0,0,0,1,1
2,0,1,2,0,60,0,0,0,1,0
3,0,0,2,1,183,0,0,0,1,0
2,0,0,3,0,217,0,0,0,0,0
2,0,1,2,0,96,0,0,0,1,0
2,1,2,0,0,12,0,0,0,2,1
3,0,0,3,0,68,0,0,0,0,0
1,0,1,2,0,0,0,0,0,1,1
2,1,2,5,0,4,0,0,0,2,1
2,0,0,3,0,183,0,0,0,1,0
2,0,0,2,0,24,0,0,0,0,1
2,0,0,3,0,258,0,0,0,0,0
3,1,2,1,0,24,0,0,0,0,0
1,0,0,2,0,16,0,0,0,0,1
2,0,2,2,0,95,0,0,0,3,1
2,0,0,5,0,142,0,0,0,2,1
2,0,0,4,0,27,0,0,0,1,1
2,0,1,2,0,102,0,0,0,0,0
1,0,1,1,0,6,0,0,0,2,1
2,2,1,5,0,78,0,0,0,0,1
2,0,0,3,0,109,0,0,0,1,1
2,0,0,1,0,9,0,0,0,1,1
3,0,1,3,0,18,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,9,0,0,0,1,1
2,0,0,2,0,275,0,0,0,1,0
2,0,1,2,0,110,0,0,0,1,1
2,0,0,1,0,29,0,0,0,0,1
2,0,0,2,0,8,0,0,0,1,1
3,0,2,2,0,122,0,0,0,0,0
1,0,1,2,0,38,0,0,0,0,0
2,0,0,4,0,215,0,0,0,0,0
2,0,2,2,0,18,0,0,0,0,1
1,0,1,0,0,19,0,0,0,0,1
1,0,1,1,0,7,0,0,0,1,1
1,0,1,2,0,0,0,0,0,0,1
2,0,2,5,0,59,0,0,0,0,1
1,0,0,2,0,192,0,0,0,0,1
2,0,0,2,0,1,1,1,0,0,1
2,0,0,1,0,40,0,0,0,1,1
2,0,0,2,0,317,0,0,0,0,0
2,0,0,4,0,24,0,0,0,0,1
2,2,1,1,0,0,0,0,0,0,1
2,0,1,1,0,44,0,0,0,0,1
2,0,1,1,0,144,0,0,0,1,1
2,0,2,2,0,43,0,0,0,0,1
1,0,1,2,0,180,0,0,0,1,0
2,2,0,4,0,26,0,0,0,0,0
1,0,0,1,0,1,0,0,0,1,1
3,0,1,1,0,173,0,0,0,0,1
2,0,1,3,0,88,0,0,0,0,0
2,0,0,3,0,22,0,0,0,1,1
2,0,0,3,0,116,0,0,0,1,1
1,0,1,0,0,4,0,0,0,0,1
3,0,0,2,0,65,0,0,0,0,0
2,0,1,1,0,0,0,0,0,2,1
2,2,0,3,0,26,0,0,0,0,0
1,0,0,1,0,8,0,0,0,1,1
2,0,0,3,0,41,0,0,0,2,1
3,0,0,3,0,7,0,0,0,0,1
2,0,0,3,0,44,0,0,0,1,1
2,0,2,1,0,221,0,0,0,0,1
2,0,2,1,0,331,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,1
2,0,0,2,0,163,0,0,0,0,0
2,0,0,2,0,68,0,0,0,1,1
2,0,0,3,0,2,1,0,1,1,1
2,0,0,4,0,253,0,0,0,0,0
1,0,0,1,0,3,0,0,0,0,1
2,0,0,1,0,24,0,0,0,1,1
2,0,1,3,0,24,0,0,0,0,0
2,0,2,3,0,23,0,0,0,0,1
2,0,2,1,0,183,0,0,0,2,0
2,0,1,0,0,13,0,0,0,1,1
1,0,1,0,0,1,0,0,0,1,1
3,0,0,4,0,56,0,0,0,2,1
3,0,1,2,0,31,0,0,0,1,1
2,1,2,1,0,23,0,0,0,2,1
1,0,1,1,0,114,0,0,0,0,0
2,0,2,1,0,19,1,1,0,0,1
2,0,2,2,0,37,0,0,0,0,0
1,0,0,1,0,10,1,0,1,0,1
2,0,1,0,0,1,0,0,0,0,1
1,0,0,3,0,134,0,0,0,0,0
2,0,1,4,0,64,0,0,0,1,0
1,0,1,2,0,11,0,0,0,0,1
2,0,1,2,0,5,0,0,0,2,1
2,0,0,4,0,178,0,0,0,2,1
2,0,1,0,0,44,0,0,0,2,1
2,0,0,2,0,0,0,0,0,1,1
2,1,1,1,0,77,0,0,0,2,1
2,0,2,1,0,92,0,0,0,0,0
2,0,2,5,0,53,0,0,0,2,1
2,0,1,2,0,46,0,0,0,0,1
1,0,1,0,0,111,0,0,0,0,0
2,0,0,1,0,42,0,0,0,1,1
1,0,1,2,0,114,0,0,0,0,0
2,0,0,3,0,28,0,0,0,0,1
2,0,0,4,0,22,0,0,0,2,1
3,0,0,1,0,51,0,0,0,1,1
2,0,0,3,0,34,0,0,0,0,0
2,0,1,3,0,94,0,0,0,1,1
2,0,2,1,0,40,0,0,0,1,1
2,0,1,5,0,85,0,0,0,1,1
2,2,1,2,1,4,0,0,0,3,1
3,0,0,3,0,46,0,0,0,1,0
2,0,2,1,0,24,0,0,0,0,1
1,0,1,1,0,7,0,0,0,1,1
2,0,0,2,0,74,0,0,0,0,1
2,0,2,2,0,2,0,0,0,0,1
3,0,0,1,0,36,0,0,0,1,1
1,0,0,2,0,8,0,0,0,0,1
2,0,0,3,0,304,0,0,0,0,0
1,0,2,2,0,5,0,0,0,1,1
2,0,1,1,0,78,0,0,0,0,0
2,0,0,2,0,6,0,0,0,0,1
2,1,0,1,0,45,0,0,0,1,1
0,2,1,2,0,17,0,0,0,2,1
2,0,2,3,0,151,0,0,0,1,1
2,0,2,4,0,13,0,0,0,0,1
2,0,0,3,0,56,0,0,0,1,1
1,0,2,4,0,69,0,0,0,0,0
3,0,0,1,0,60,0,0,0,0,0
2,0,0,3,0,148,0,0,0,0,1
2,1,1,4,0,41,0,0,0,1,1
0,2,0,3,0,113,0,0,0,1,1
1,0,0,3,0,151,0,0,0,0,1
1,0,0,1,0,4,0,0,0,1,1
2,0,0,3,0,279,0,0,0,0,0
1,0,0,3,0,7,0,0,0,0,1
1,0,0,4,0,69,0,0,0,1,0
2,0,0,4,0,115,0,0,0,0,0
2,1,0,3,0,50,0,0,0,0,1
2,1,1,0,0,11,0,0,0,1,1
2,0,0,3,0,230,0,0,0,1,0
2,0,2,1,0,66,0,0,0,0,1
3,0,1,2,0,186,0,0,0,0,0
2,1,2,2,1,186,0,0,0,1,0
2,0,1,3,0,52,0,0,0,1,1
1,0,0,1,0,1,0,0,0,0,1
1,0,2,0,0,61,0,0,0,0,1
2,0,0,3,0,52,0,0,0,0,0
2,0,1,2,1,70,0,0,0,1,1
3,0,1,2,0,1,0,0,0,2,1
1,0,2,5,0,11,0,0,0,3,1
2,0,0,1,0,15,0,0,0,1,0
2,1,2,2,0,71,0,0,0,1,1
3,0,1,2,1,46,0,0,0,2,1
2,0,0,1,0,1,0,0,0,2,1
2,1,0,1,0,5,0,0,0,0,1
2,0,1,3,0,37,0,0,0,1,1
2,0,0,2,0,29,0,0,0,2,1
1,0,0,3,0,0,0,0,0,1,1
2,0,1,0,0,38,0,0,0,0,0
2,0,0,3,0,160,0,0,0,0,0
2,0,0,2,0,265,0,0,0,1,0
2,0,0,1,0,98,0,0,0,1,0
2,0,0,3,0,11,0,0,0,1,1
2,0,0,1,0,184,0,0,0,0,0
2,0,0,1,0,2,0,0,0,1,1
1,0,1,1,0,4,0,0,0,0,0
1,0,1,2,0,0,0,0,0,0,1
2,0,1,1,0,168,0,0,0,0,0
1,0,0,1,0,7,1,1,0,0,1
1,0,0,1,0,4,0,0,0,0,1
2,1,2,1,0,35,0,0,0,0,0
2,1,1,2,0,187,0,0,0,2,0
2,0,0,1,0,32,0,0,0,2,1
1,0,0,1,0,1,0,0,0,1,1
2,0,1,3,0,49,0,0,0,0,0
2,0,1,1,0,24,0,0,0,1,1
2,0,2,2,0,17,0,0,0,2,1
2,0,0,3,0,59,0,0,0,2,1
1,0,2,2,0,16,0,0,0,0,1
2,1,1,1,0,152,0,0,0,2,0
2,0,2,5,0,150,0,0,0,1,1
2,0,0,4,0,112,0,0,0,1,1
2,0,0,1,0,19,0,0,0,1,1
2,0,0,1,0,252,0,0,0,2,0
1,2,4,9,0,30,0,0,0,1,0
1,0,0,2,0,1,0,0,0,0,1
1,0,0,3,0,8,0,0,0,0,1
1,0,1,3,0,68,0,0,0,1,1
2,0,2,0,0,275,0,0,0,0,0
2,0,0,4,0,145,0,0,0,0,1
1,0,4,11,0,43,0,0,0,1,0
2,0,0,1,0,10,0,0,0,1,1
1,0,2,1,0,1,0,0,0,0,0
2,0,1,5,0,10,0,0,0,2,1
1,0,0,2,0,64,0,0,0,0,1
1,0,2,1,0,20,0,0,0,0,1
2,0,2,0,0,9,0,0,0,2,1
3,0,2,5,0,4,0,0,0,1,0
2,0,0,1,0,1,1,11,5,0,1
1,0,0,2,0,103,0,0,0,0,0
2,0,0,2,0,245,0,0,0,0,0
1,0,1,2,0,31,0,0,0,1,1
2,1,0,1,0,35,0,0,0,1,1
2,0,1,3,0,290,0,0,0,0,0
2,0,1,5,0,41,0,0,0,0,1
2,0,1,3,0,2,0,0,0,2,1
1,0,0,1,0,49,0,0,0,0,1
2,0,1,2,0,25,0,0,0,1,1
2,0,0,3,0,32,0,0,0,2,1
2,0,1,5,0,104,0,0,0,1,1
2,0,0,3,0,57,0,0,0,1,1
2,0,2,3,0,12,0,0,0,1,1
1,0,0,1,0,19,0,0,0,1,1
2,0,0,3,0,64,0,0,0,1,1
2,0,1,3,0,266,0,0,0,0,0
2,0,0,1,0,106,0,0,0,0,0
2,0,1,4,0,30,0,0,0,0,1
2,0,0,2,0,131,0,0,0,2,1
2,0,0,3,0,44,0,0,0,0,1
1,0,0,2,0,13,0,0,0,0,1
1,0,0,2,0,74,0,0,0,0,1
3,0,1,1,0,196,0,0,0,0,0
2,1,0,3,0,87,0,0,0,2,1
2,0,0,0,0,16,0,0,0,1,1
3,0,1,2,0,58,0,0,0,2,1
2,0,0,4,1,156,0,0,0,1,0
2,0,0,1,0,52,0,0,0,1,1
2,0,2,1,0,71,0,0,0,2,1
2,0,2,3,0,303,0,0,0,0,0
2,0,0,3,0,15,0,0,0,0,0
2,0,2,1,0,10,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,1,2,1,0,16,0,0,0,3,1
2,0,2,2,0,41,0,0,0,0,1
1,0,0,2,0,1,0,0,0,1,1
2,1,0,1,0,23,0,0,0,0,1
2,0,1,3,0,134,0,0,0,1,1
2,0,1,1,0,33,0,0,0,0,1
2,0,0,1,0,170,0,0,0,2,1
2,0,0,2,0,74,0,0,0,0,1
2,0,0,3,0,66,0,0,0,0,0
2,0,0,3,0,29,0,0,0,1,1
1,0,1,3,0,63,0,0,0,0,0
2,0,1,3,0,66,0,0,0,1,1
2,0,1,2,0,74,0,0,0,1,1
2,0,2,2,0,199,0,0,0,1,0
2,0,1,2,0,41,0,0,0,2,1
2,0,1,3,0,200,0,0,0,2,0
2,0,1,2,0,233,0,0,0,0,0
2,0,1,1,0,77,0,0,0,1,1
2,0,2,4,0,8,0,0,0,1,1
2,0,0,5,0,44,0,0,0,2,1
2,0,1,3,0,135,0,0,0,2,1
2,0,2,1,0,80,0,0,0,0,1
2,0,2,3,0,88,0,0,0,1,1
2,0,0,3,0,63,0,0,0,1,1
2,0,1,2,0,6,0,0,0,1,1
1,0,0,3,0,37,0,0,0,0,1
1,0,2,5,0,102,0,0,0,0,0
2,0,0,1,0,180,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,247,0,0,0,0,0
2,0,1,1,0,117,0,0,0,1,0
2,0,0,3,0,32,0,0,0,1,1
2,0,2,2,0,48,0,0,0,2,1
2,0,0,2,0,80,0,0,0,0,1
2,0,0,3,0,335,0,0,0,1,1
2,0,0,3,0,37,0,0,0,0,1
2,0,1,0,0,45,0,0,0,2,1
1,0,2,2,0,54,0,0,0,0,1
1,0,2,4,0,69,0,0,0,0,0
1,0,0,2,0,181,0,0,0,0,0
2,0,0,3,0,81,0,0,0,0,1
2,0,2,5,0,154,0,0,0,0,1
2,0,2,5,0,113,0,0,0,2,1
2,1,2,2,0,33,0,0,0,0,1
1,0,2,4,0,245,0,0,0,0,0
1,0,1,3,0,12,0,0,0,0,1
2,0,1,3,0,266,0,0,0,0,0
2,0,1,2,0,85,0,0,0,1,1
2,0,2,2,0,112,0,0,0,1,1
2,0,1,3,0,63,0,0,0,3,1
1,0,0,4,0,8,0,0,0,2,1
1,0,2,1,0,79,0,0,0,1,1
2,0,0,2,0,83,0,0,0,2,1
2,0,2,0,0,196,0,0,0,0,0
1,0,0,2,0,2,0,0,0,0,1
2,0,2,3,0,97,0,0,0,1,1
2,0,0,4,0,4,0,0,0,2,1
2,0,2,2,0,63,0,0,0,2,1
1,0,0,0,0,3,0,0,0,0,1
2,0,0,3,0,197,0,0,0,2,0
2,0,2,2,0,179,0,0,0,1,1
2,0,1,2,0,86,0,0,0,1,1
2,0,0,3,0,2,0,0,0,1,1
1,0,0,2,0,192,0,0,0,0,1
2,0,2,1,0,11,0,0,0,1,1
1,0,0,2,0,64,0,0,0,0,1
1,0,0,1,0,6,0,0,0,0,0
2,0,0,4,0,53,0,0,0,2,1
2,0,2,3,0,198,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,0
2,0,0,2,0,68,0,0,0,0,1
1,0,2,1,0,32,0,0,0,1,1
2,0,2,2,0,80,0,0,0,0,1
2,0,0,2,0,44,0,0,0,1,1
3,0,2,3,0,166,0,0,0,0,0
1,0,0,3,0,15,0,0,0,1,1
2,0,2,3,0,93,0,0,0,0,0
1,0,1,0,0,10,0,0,0,0,1
2,0,0,4,0,323,0,0,0,1,0
2,0,0,3,0,8,0,0,0,2,1
1,0,0,2,0,6,0,0,0,0,1
2,0,1,2,0,267,0,0,0,0,0
2,0,1,0,0,5,0,0,0,1,1
2,1,1,0,0,8,0,0,0,2,1
1,0,0,2,0,188,0,0,0,0,0
2,0,1,5,0,70,0,0,0,1,1
2,0,1,2,0,161,0,0,0,0,0
2,0,2,1,0,57,0,0,0,1,0
2,0,1,2,1,65,0,0,0,0,1
2,0,1,5,0,126,0,0,0,1,1
1,0,1,2,0,219,0,0,0,0,1
1,1,2,2,0,179,0,0,0,0,0
1,0,1,0,1,4,1,0,1,1,1
3,0,1,1,0,11,0,0,0,2,1
2,0,0,4,0,17,0,0,0,1,1
1,0,2,4,0,69,0,0,0,0,0
2,0,0,1,0,1,0,0,0,0,1
1,0,4,6,0,243,0,0,0,0,0
2,0,0,2,0,39,0,0,0,0,1
2,0,0,1,0,50,0,0,0,0,0
0,2,1,3,0,182,0,0,0,1,1
1,0,2,4,0,245,0,0,0,0,0
2,0,1,3,0,107,0,0,0,1,0
2,0,1,0,0,286,0,0,0,0,0
2,0,0,1,0,176,0,0,0,0,0
2,0,0,3,0,176,0,0,0,0,0
0,2,2,3,0,40,0,0,0,1,1
2,0,0,2,0,65,0,0,0,1,1
2,0,2,3,0,276,0,0,0,0,0
1,0,1,2,0,14,0,0,0,0,1
2,0,2,1,0,110,0,0,0,0,1
2,0,1,2,0,27,0,0,0,2,1
3,0,2,3,0,62,0,0,0,1,0
1,0,1,0,0,7,0,0,0,0,1
1,0,0,2,0,14,0,0,0,0,1
2,0,2,2,0,13,0,0,0,1,0
2,0,0,1,0,162,0,0,0,0,0
3,0,2,3,0,38,0,0,0,1,1
2,0,0,1,0,5,0,0,0,0,1
2,0,2,5,0,28,0,0,0,2,0
2,0,1,2,0,123,0,0,0,2,1
1,0,1,5,0,349,0,0,0,0,0
2,0,2,1,0,41,0,0,0,0,1
2,0,0,4,0,100,0,0,0,1,1
2,0,0,1,0,8,0,0,0,0,1
2,0,2,4,0,91,0,0,0,1,0
2,0,2,2,1,18,0,0,0,0,1
2,1,2,5,1,188,0,0,0,2,0
2,0,2,3,0,33,0,0,0,0,0
1,0,0,1,0,41,0,0,0,0,1
2,1,1,2,0,190,0,0,0,1,0
2,2,2,2,0,144,0,0,0,1,0
2,0,2,2,0,25,0,0,0,0,0
1,0,0,2,0,4,0,0,0,0,1
2,0,0,2,0,5,0,0,0,0,0
2,0,2,5,0,188,0,0,0,1,1
2,0,2,2,0,116,0,0,0,0,0
1,0,0,1,0,86,0,0,0,1,1
1,0,0,2,0,1,0,0,0,0,1
1,0,1,3,0,56,0,0,0,0,1
2,0,1,2,0,302,0,0,0,0,0
2,0,0,3,0,433,0,0,0,0,0
1,0,0,2,0,164,0,0,0,0,1
3,0,1,1,0,52,0,0,0,2,1
2,0,2,3,0,4,0,0,0,0,1
3,0,1,4,0,79,0,0,0,2,1
2,0,0,2,0,10,0,0,0,1,0
2,0,0,2,0,22,0,0,0,0,1
2,0,2,1,0,205,0,0,0,0,0
2,1,3,7,0,74,0,0,0,0,1
2,0,2,3,0,50,0,0,0,0,0
2,0,2,4,0,56,0,0,0,1,1
2,0,2,3,0,166,0,0,0,1,1
2,0,1,2,0,193,0,0,0,0,0
2,0,2,1,0,145,0,0,0,0,1
2,0,0,3,0,0,0,0,0,2,1
2,0,1,3,0,114,0,0,0,0,1
2,0,2,5,0,56,0,0,0,0,0
3,0,0,2,0,21,0,0,0,1,1
2,0,1,1,0,75,0,0,0,0,1
2,0,2,1,0,142,0,0,0,0,1
2,1,0,2,0,69,0,0,0,3,1
2,0,2,0,0,116,0,0,0,0,1
3,0,0,3,0,22,0,0,0,1,0
2,0,1,0,0,18,0,0,0,0,1
2,0,0,2,0,68,0,0,0,0,1
3,0,2,1,1,22,0,0,0,2,1
2,0,0,3,0,50,0,0,0,0,0
2,0,0,2,0,35,0,0,0,1,1
2,0,3,5,0,224,0,0,0,0,0
2,0,2,3,0,21,0,0,0,1,1
2,0,1,5,0,142,0,0,0,1,0
2,0,1,1,0,134,0,0,0,0,0
1,0,1,3,0,81,0,0,0,0,1
2,0,1,2,0,73,0,0,0,2,1
2,0,1,0,0,15,0,0,0,1,1
2,0,0,1,0,19,0,0,0,1,1
0,2,3,10,0,193,0,0,0,2,0
2,0,1,2,0,198,0,0,0,0,0
2,0,2,2,0,26,0,0,0,1,1
2,0,1,2,0,161,0,0,0,0,0
2,0,0,1,0,55,0,0,0,0,1
2,0,1,2,0,83,0,0,0,0,0
2,0,2,5,0,57,0,0,0,0,0
1,0,0,2,0,188,0,0,0,0,0
2,0,1,0,0,181,0,0,0,2,1
2,0,2,1,0,33,0,0,0,1,1
1,0,0,4,0,33,0,0,0,0,1
2,0,0,4,0,22,0,0,0,1,1
2,0,2,2,0,8,0,0,0,1,1
2,0,2,1,0,23,0,0,0,0,1
2,0,1,2,0,5,0,0,0,0,1
2,0,1,1,0,18,0,0,0,0,0
2,0,0,2,0,3,0,0,0,1,1
2,2,1,2,0,27,0,0,0,1,1
1,0,2,2,0,64,0,0,0,0,1
2,0,0,1,0,8,0,0,0,0,0
1,0,0,1,0,8,0,0,0,0,1
2,0,0,2,0,33,0,0,0,0,1
2,0,1,2,0,135,0,0,0,0,1
2,0,0,2,0,18,0,0,0,0,1
2,0,1,3,0,27,0,0,0,0,0
1,0,1,2,0,48,0,0,0,0,0
1,0,0,3,0,25,0,0,0,0,1
1,0,0,1,0,5,0,0,0,1,1
2,0,1,0,0,72,0,0,0,1,0
2,0,2,1,0,54,0,0,0,0,0
1,0,0,2,0,188,0,0,0,0,0
1,0,1,2,0,3,0,0,0,0,1
2,0,2,2,0,60,0,0,0,0,0
2,2,0,4,0,6,0,0,0,0,0
2,0,0,3,0,88,0,0,0,1,1
1,0,0,2,0,99,0,0,0,0,1
2,0,1,4,0,49,0,0,0,0,1
1,0,1,0,0,3,0,0,0,0,1
2,0,2,5,0,166,0,0,0,0,0
2,0,0,1,0,8,0,0,0,1,1
