Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
2.0,4,11.0,7.8,9.5,223
3.0,6,13.0,9.1,11.2,263
3.6,6,12.8,8.8,11.0,259
2.0,4,11.0,7.8,9.5,223
3.6,6,11.6,8.0,10.0,234
2.0,4,11.2,8.2,9.8,229
3.6,6,12.2,8.6,10.6,248
3.6,6,15.0,9.9,12.7,299
6.2,8,16.5,11.1,14.0,329
6.2,8,16.1,11.7,14.1,331
3.6,6,12.1,8.6,10.5,245
3.6,6,12.9,8.9,11.1,260
3.6,6,13.2,8.5,11.1,260
3.6,6,13.7,9.0,11.6,272
3.6,6,15.0,10.3,12.8,299
2.0,4,10.9,7.7,9.5,222
2.0,4,11.9,8.0,10.1,236
3.6,6,12.3,8.6,10.6,249
3.6,6,14.4,8.4,11.7,274
6.2,8,14.2,8.7,11.7,273
6.2,8,14.3,9.4,12.1,284
6.2,8,19.0,11.6,15.6,367
6.2,8,17.2,12.0,14.9,349
2.0,4,9.8,9.0,9.4,220
2.5,4,12.0,9.2,10.7,252
2.5,4,12.2,9.2,10.9,254
2.8,4,10.8,7.9,9.5,255
3.6,6,13.4,9.6,11.7,274
2.5,4,12.7,9.6,11.3,263
2.8,4,12.1,8.4,10.4,280
3.6,6,14.0,9.9,12.2,286
2.8,4,12.5,10.7,11.7,315
3.6,6,15.0,13.0,14.1,331
6.2,8,15.2,8.9,12.4,290
6.2,8,14.2,9.0,11.9,278
6.2,8,17.6,10.3,14.3,336
6.2,8,15.6,10.6,13.4,312
1.4,4,7.9,5.9,7.0,165
1.4,4,8.3,6.0,7.3,170
1.4,4,8.1,6.0,7.2,169
1.6,4,7.6,5.0,6.4,172
1.6,4,7.7,4.5,6.3,169
1.4,4,8.1,6.2,7.3,172
1.4,4,8.3,6.4,7.4,173
1.4,4,8.4,6.4,7.5,176
2.4,4,11.0,7.5,9.4,221
2.4,4,11.0,7.5,9.4,221
2.4,4,15.6,11.0,13.6,223
3.6,6,14.1,9.7,12.1,285
2.4,4,11.5,8.3,10.1,237
2.4,4,11.5,8.3,10.1,237
2.4,4,16.3,11.8,14.2,234
3.6,6,15.0,10.4,13.0,304
6.0,8,21.8,14.8,18.6,438
6.0,8,22.3,14.9,19.0,445
2.5,4,10.9,7.9,9.5,224
3.6,6,12.5,8.3,10.6,249
3.6,6,17.0,11.7,14.6,240
1.5,4,8.8,6.5,7.8,182
2.0,4,10.7,7.1,9.1,212
1.8,4,4.8,5.5,5.1,121
5.3,8,14.6,10.3,12.7,297
5.3,8,15.2,10.7,13.1,309
6.2,8,15.9,11.2,13.8,324
4.3,6,13.4,10.0,11.9,279
4.3,6,19.3,14.3,17.1,284
5.3,8,14.6,10.3,12.7,298
5.3,8,19.7,13.9,17.1,284
5.3,8,15.0,10.7,13.1,307
5.3,8,15.9,11.5,13.9,327
6.2,8,16.0,11.7,14.1,330
4.3,6,14.1,10.6,12.5,294
4.3,6,20.2,15.2,18.0,294
5.3,8,15.0,10.7,13.1,307
5.3,8,20.7,14.4,17.9,315
5.3,8,14.4,11.2,13.0,303
1.4,4,8.8,6.6,7.8,184
1.4,4,8.4,6.3,7.4,174
1.8,4,9.7,6.9,8.4,197
1.8,4,9.2,7.1,8.3,194
1.4,4,8.8,6.6,7.8,184
1.4,4,8.4,6.3,7.4,174
1.8,4,9.7,6.9,8.4,197
1.8,4,9.2,7.1,8.3,194
1.4,4,7.8,6.2,7.1,167
1.4,4,8.0,6.2,7.2,168
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,20.0,13.5,17.1,284
5.3,8,15.4,10.8,13.3,312
5.3,8,15.4,10.8,13.3,312
5.3,8,22.1,15.4,19.1,317
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,20.0,13.5,17.1,284
5.3,8,15.2,10.8,13.2,310
5.3,8,15.2,10.8,13.2,310
5.3,8,20.8,14.5,18.0,299
3.6,6,15.7,10.6,13.4,315
3.6,6,16.0,10.9,13.7,322
1.4,4,9.3,7.2,8.3,194
1.4,4,9.2,7.1,8.2,194
1.4,4,9.8,7.7,8.8,208
2.4,4,10.2,6.6,8.6,201
2.4,4,13.9,8.9,11.7,192
3.6,6,12.4,7.6,10.2,241
3.6,6,16.8,10.4,13.9,230
3.6,6,12.8,8.3,10.8,252
3.6,6,17.1,11.1,14.4,237
3.6,6,12.4,7.8,10.3,242
5.7,8,14.7,9.4,12.3,289
3.6,6,12.8,8.7,11.0,258
3.6,6,12.8,8.7,11.0,258
3.6,6,17.6,12.0,15.0,248
3.6,6,12.9,8.4,10.9,257
3.6,6,12.4,8.4,10.6,249
3.6,6,12.4,7.8,10.3,242
5.7,8,15.6,10.1,13.1,307
6.4,8,16.7,10.4,13.9,325
5.7,8,14.7,9.4,12.3,289
6.4,8,15.6,9.6,12.9,302
3.6,6,12.8,8.7,11.0,258
6.4,8,16.7,10.4,13.9,325
6.4,8,15.6,9.6,12.9,302
6.2,8,17.6,10.7,14.5,339
6.2,8,18.1,11.4,15.1,352
3.6,6,13.7,9.0,11.6,271
3.6,6,12.4,7.8,10.3,242
5.7,8,15.6,9.7,12.9,302
5.7,8,14.7,9.4,12.3,289
6.4,8,15.6,9.6,12.9,302
3.6,6,12.8,8.7,11.0,258
3.6,6,12.8,8.7,11.0,258
3.6,6,17.6,12.0,15.0,248
5.7,8,16.0,10.1,13.3,312
6.4,8,15.6,9.6,12.9,302
6.2,8,17.6,10.7,14.5,339
3.6,6,12.7,9.6,11.3,265
5.7,8,16.6,10.7,14.0,328
3.6,6,13.7,9.4,11.8,276
3.6,6,19.4,13.3,16.7,274
2.4,4,12.7,9.2,11.1,261
3.6,6,14.2,9.5,12.1,284
3.6,6,19.1,13.2,16.4,274
3.6,6,14.5,10.0,12.4,292
8.4,10,19.9,12.6,16.6,387
1.4,4,9.3,6.5,8.0,187
1.4,4,9.0,6.7,7.9,185
1.4,4,8.7,7.1,8.0,186
1.4,4,8.0,6.5,7.3,171
1.4,4,8.7,7.1,8.0,186
1.4,4,7.7,6.1,7.0,163
1.4,4,9.7,7.4,8.7,202
1.4,4,8.5,7.1,7.9,186
1.4,4,9.7,7.4,8.7,202
1.4,4,8.5,7.1,7.9,186
1.4,4,10.7,7.9,9.4,221
1.4,4,9.5,7.1,8.4,197
2.4,4,10.7,7.7,9.3,219
2.4,4,11.0,8.0,9.7,226
2.0,4,5.7,6.2,5.9,138
2.0,4,11.5,8.0,9.9,233
2.0,4,11.3,8.0,9.8,230
3.5,6,13.5,9.1,11.5,270
2.0,4,11.9,8.6,10.4,244
2.7,6,13.8,9.8,12.0,281
3.5,6,13.9,10.0,12.1,284
1.5,4,10.2,7.8,9.1,214
2.0,4,10.6,8.0,9.5,222
2.5,4,11.1,8.1,9.7,229
2.5,4,15.2,10.8,13.3,219
1.5,4,10.7,8.3,9.6,226
2.0,4,11.5,8.7,10.2,239
3.5,6,15.9,12.0,14.2,333
3.5,6,16.1,12.2,14.3,337
2.3,4,12.6,8.6,10.8,254
3.5,6,13.9,9.7,12.0,281
3.5,6,18.7,12.9,16.1,264
2.3,4,13.1,9.2,11.3,266
3.5,6,14.8,10.7,13.0,305
3.5,6,14.4,10.5,12.6,296
3.5,6,19.6,14.2,17.2,284
2.7,6,12.2,9.3,10.9,256
2.7,6,12.4,9.8,11.2,263
2.7,6,13.1,9.8,11.6,272
3.5,6,12.7,9.5,11.3,264
3.5,6,13.0,10.2,11.7,274
3.5,6,13.8,10.7,12.4,290
3.5,6,13.2,9.7,11.6,272
3.5,6,17.9,13.2,15.8,258
5.0,8,15.4,10.6,13.2,310
5.0,8,20.5,14.3,17.7,291
5.0,8,16.8,11.8,14.5,340
5.0,8,20.5,14.3,17.7,291
2.7,6,13.1,10.2,11.8,276
2.7,6,13.5,11.2,12.5,293
2.7,6,13.3,10.7,12.3,288
3.5,6,13.6,10.3,12.1,284
3.5,6,13.6,10.7,12.3,288
3.5,6,14.0,11.0,12.7,298
3.5,6,14.0,10.6,12.5,293
3.5,6,19.0,14.3,16.9,281
5.0,8,15.9,11.3,13.8,323
5.0,8,21.5,15.1,18.6,305
5.0,8,16.0,11.8,14.1,330
5.0,8,21.5,15.1,18.6,306
5.0,8,16.8,12.4,14.8,347
5.0,8,22.2,16.5,19.6,326
3.5,6,15.6,13.2,14.5,339
1.6,4,8.6,6.4,7.6,178
1.6,4,8.6,6.7,7.8,182
1.0,3,7.6,5.7,6.8,158
1.6,4,9.0,7.1,8.2,192
3.5,6,14.7,10.2,12.7,298
3.5,6,14.7,10.7,12.9,303
3.5,6,15.7,11.2,13.7,321
1.0,3,8.5,6.2,7.5,176
1.0,3,7.9,5.9,7.0,164
2.0,4,9.1,6.4,7.9,185
2.0,4,12.2,8.8,10.6,177
2.0,4,9.2,6.6,8.0,189
2.0,4,12.4,9.1,10.9,182
2.0,4,9.5,7.0,8.3,195
2.0,4,12.9,9.5,11.4,188
2.3,4,12.2,9.4,10.9,256
2.0,4,10.5,7.8,9.3,219
1.5,4,10.0,7.0,8.7,204
2.0,4,11.2,7.6,9.6,225
2.5,4,11.3,7.5,9.6,224
2.0,4,11.8,8.1,10.1,238
2.7,6,13.5,9.0,11.5,270
2.0,4,5.5,5.7,5.6,131
3.5,6,20.6,13.2,17.3,406
2.3,4,11.0,7.9,9.6,226
2.3,4,11.8,8.3,10.2,239
2.3,4,11.2,7.8,9.8,230
2.3,4,11.2,8.4,9.8,230
3.7,6,12.8,8.9,11.1,259
3.7,6,13.8,8.8,11.5,271
5.0,8,15.6,9.6,12.9,303
5.0,8,15.8,9.8,13.1,307
5.0,8,16.7,10.2,13.8,324
2.3,4,11.8,8.3,10.2,239
2.3,4,11.2,8.7,10.1,237
5.0,8,15.5,10.3,13.2,309
5.0,8,16.7,10.2,13.8,324
5.2,8,17.2,11.3,14.6,341
3.5,6,16.2,12.8,14.6,344
3.7,6,16.7,13.0,15.1,354
3.7,6,23.0,18.5,20.9,343
2.0,4,11.8,8.1,10.1,238
3.5,6,13.1,8.7,11.1,260
3.5,6,17.6,11.7,15.0,249
3.5,6,14.7,9.8,12.5,293
3.5,6,13.6,9.9,12.4,291
3.5,6,18.7,13.4,16.3,271
2.5,4,11.9,8.7,10.4,244
2.5,4,16.1,11.9,14.2,234
2.5,4,12.4,8.8,10.8,253
2.5,4,16.8,12.1,14.7,242
3.8,6,14.3,9.5,12.1,286
5.0,8,17.2,10.5,14.2,332
3.3,6,13.7,9.7,11.9,279
5.0,8,15.2,10.2,13.0,306
2.5,4,11.0,9.2,10.2,239
3.6,6,13.0,9.3,11.3,265
2.5,4,11.2,9.4,10.4,243
3.6,6,13.3,9.5,11.6,271
2.5,4,12.0,9.2,10.7,252
2.5,4,12.2,9.2,10.9,254
2.8,4,10.8,7.9,9.5,255
3.6,6,13.4,9.6,11.7,274
2.5,4,12.7,9.6,11.3,263
2.8,4,12.1,8.4,10.4,280
3.6,6,14.0,9.9,12.2,286
6.0,8,21.8,14.8,18.6,438
6.0,8,22.3,14.9,19.0,445
5.3,8,14.6,10.3,12.7,297
5.3,8,15.2,10.7,13.1,309
6.2,8,15.9,11.2,13.8,323
4.3,6,13.4,10.0,11.9,279
4.3,6,19.3,14.3,17.1,284
5.3,8,14.6,10.3,12.7,298
5.3,8,19.7,13.9,17.1,284
5.3,8,15.0,10.7,13.1,307
5.3,8,15.9,11.5,13.9,327
6.2,8,16.0,11.7,14.1,330
4.3,6,14.1,10.6,12.5,294
4.3,6,20.3,15.2,18.0,294
5.3,8,15.0,10.7,13.1,307
5.3,8,20.7,14.4,17.9,317
5.3,8,14.4,11.2,13.0,303
2.4,4,11.0,7.5,9.4,221
2.4,4,11.0,7.5,9.4,221
2.4,4,15.6,11.0,13.6,223
3.6,6,14.1,9.7,12.1,285
2.4,4,11.5,8.3,10.1,237
3.6,6,15.0,10.4,13.0,304
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,20.0,13.5,17.1,284
5.3,8,15.2,10.8,13.2,310
5.3,8,15.2,10.8,13.2,310
5.3,8,20.8,14.5,18.0,299
6.2,8,16.0,11.7,14.1,330
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,20.0,13.5,17.1,284
5.3,8,15.4,10.8,13.3,312
5.3,8,15.4,10.8,13.3,312
5.3,8,22.1,15.4,19.1,317
6.2,8,16.3,11.7,14.2,333
2.4,4,9.2,6.9,8.2,190
2.4,4,10.4,7.4,9.0,210
3.5,6,11.4,7.4,9.6,225
3.5,6,12.9,8.4,10.9,254
2.4,4,8.7,6.6,7.8,180
3.5,6,11.4,7.2,9.5,223
2.0,4,4.9,5.1,5.0,114
1.5,4,7.5,5.9,6.8,158
1.5,4,7.7,5.7,6.8,159
2.0,4,7.8,6.0,7.0,163
2.0,4,8.5,6.1,7.4,173
1.5,4,7.4,5.6,6.6,153
2.0,4,7.8,6.0,7.0,163
2.0,4,8.5,6.0,7.4,172
1.5,4,7.7,6.0,6.9,162
1.5,4,7.9,6.6,7.3,170
1.5,4,7.9,6.6,7.3,170
1.5,4,8.0,6.2,7.2,167
1.5,4,8.0,6.2,7.2,167
1.5,4,8.4,7.0,7.8,181
1.5,4,8.7,7.2,8.0,188
1.5,4,7.0,5.9,6.5,154
1.5,4,7.6,6.4,7.0,164
1.5,4,8.1,6.6,7.4,174
1.8,4,8.3,6.9,7.7,180
1.8,4,8.3,6.9,7.7,180
1.8,4,9.4,7.1,8.4,195
1.8,4,8.9,7.5,8.2,194
1.8,4,8.9,7.5,8.2,194
3.5,6,12.3,8.6,10.7,251
3.5,6,12.4,8.8,10.8,254
3.5,6,13.0,9.3,11.3,266
3.5,6,12.4,9.3,11.0,256
3.5,6,12.8,9.5,11.3,264
1.6,4,8.9,6.6,7.9,182
1.6,4,8.8,6.5,7.8,184
2.0,4,8.3,6.4,7.4,174
2.0,4,9.1,6.6,8.0,187
2.0,4,9.8,7.3,8.7,206
2.0,4,9.8,7.2,8.7,204
1.6,4,4.3,4.4,4.4,103
1.6,4,4.2,4.0,4.1,96
3.3,6,12.9,9.4,11.3,265
3.3,6,13.0,9.7,11.5,269
2.4,4,11.1,8.6,10.0,235
2.0,4,12.5,9.6,11.2,264
2.4,4,12.0,9.1,10.7,253
3.3,6,13.9,10.8,12.5,295
2.0,4,10.5,7.6,9.2,216
2.4,4,9.4,6.7,8.2,194
2.4,4,10.0,7.2,8.7,207
2.0,4,6.3,5.7,6.0,143
2.0,4,6.0,5.3,5.7,137
1.6,4,9.9,8.5,9.3,221
2.0,4,10.1,7.8,9.0,213
2.0,4,11.0,9.1,10.2,241
1.6,4,8.3,6.7,7.6,180
1.6,4,8.9,6.9,8.0,188
1.6,4,8.9,7.3,8.2,193
1.6,4,9.4,7.2,8.4,200
2.0,4,10.7,8.4,9.6,226
3.0,6,12.6,8.8,10.9,256
3.0,6,12.3,9.2,10.9,257
3.5,6,9.1,7.7,8.5,200
2.0,4,11.2,8.5,10.0,233
3.0,6,12.4,8.8,10.8,253
3.0,6,12.5,9.2,11.0,259
3.7,6,13.2,9.8,11.7,274
5.6,8,14.9,10.2,12.8,300
3.5,6,8.4,7.1,7.8,184
2.0,4,9.7,7.1,8.5,200
2.0,4,10.6,8.0,9.4,221
3.7,6,13.7,9.8,11.9,280
3.5,6,11.9,8.8,10.5,246
3.5,6,12.5,9.1,10.9,257
2.5,4,9.5,8.6,9.1,214
3.7,6,14.5,10.8,12.8,301
5.6,8,17.4,12.2,15.1,355
3.0,6,13.3,10.0,11.8,277
3.0,6,11.9,8.5,10.4,242
3.0,6,14.9,9.8,12.6,296
3.0,6,11.9,8.5,10.4,242
3.0,6,14.9,9.8,12.6,296
5.0,8,15.6,10.4,13.3,311
5.0,8,15.6,10.4,13.3,311
3.0,6,12.4,8.8,10.8,253
3.0,6,15.3,10.0,12.9,302
3.0,6,13.0,9.2,11.3,265
3.0,6,12.4,8.8,10.8,253
3.0,6,15.3,10.0,12.9,302
3.0,6,13.0,9.2,11.3,265
2.0,4,7.8,5.8,6.9,186
3.0,6,11.8,8.2,10.2,238
2.0,4,7.8,5.8,6.9,186
3.0,6,12.0,8.4,10.4,243
3.0,6,14.0,9.0,11.8,276
3.0,6,14.0,9.4,11.9,280
5.0,8,15.8,10.3,13.3,313
5.0,8,15.8,10.3,13.3,313
2.4,4,11.0,7.8,9.6,225
3.2,6,11.4,8.3,10.0,234
2.4,4,11.3,8.4,10.0,235
3.2,6,11.6,8.6,10.3,241
2.4,4,11.4,8.7,10.2,240
3.2,6,12.8,9.0,11.1,259
2.4,4,12.1,9.4,10.9,256
3.2,6,12.9,9.9,11.6,269
2.0,4,10.8,9.0,10.0,235
2.0,4,10.3,7.9,9.3,216
2.4,4,11.3,8.7,10.1,238
2.4,4,10.2,8.3,9.3,219
2.4,4,11.7,9.2,10.6,249
2.4,4,11.7,10.3,11.1,259
2.4,4,10.6,8.7,9.8,230
3.6,6,12.7,9.6,11.3,265
5.7,8,16.6,10.7,14.0,328
6.4,8,18.3,12.6,15.7,368
2.4,4,10.6,7.6,9.3,218
2.4,4,10.4,7.3,9.0,211
2.4,4,10.8,7.8,9.5,222
2.4,4,10.8,7.6,9.4,221
2.0,4,10.8,9.0,10.0,235
2.0,4,10.3,7.9,9.3,216
2.4,4,11.3,8.7,10.1,238
2.4,4,10.2,8.3,9.3,219
2.4,4,11.7,9.2,10.6,249
2.4,4,11.7,10.3,11.1,259
2.4,4,10.6,8.7,9.8,230
1.4,4,9.9,7.7,8.9,209
2.4,4,10.8,7.8,9.5,222
2.4,4,14.4,10.2,12.5,206
1.4,4,9.9,7.7,8.9,211
2.4,4,11.2,8.2,9.8,230
3.6,6,14.1,11.1,12.8,299
3.6,6,14.2,11.0,12.8,298
3.6,6,14.7,11.7,13.4,313
3.6,6,15.0,11.4,13.3,312
3.3,6,11.5,8.5,10.2,237
2.0,4,7.9,6.3,7.2,170
2.0,4,9.4,7.0,8.3,198
2.0,4,9.4,6.8,8.3,195
1.6,4,9.4,7.9,8.7,207
2.0,4,9.7,7.0,8.3,197
2.0,4,9.8,7.3,8.7,204
1.6,4,9.6,7.4,8.6,204
1.6,4,10.1,8.0,9.2,216
2.0,4,9.6,7.3,8.6,203
2.0,4,9.9,7.6,8.8,209
3.8,6,13.8,9.3,11.8,279
5.0,8,15.6,10.6,13.3,317
1.6,4,4.6,5.1,4.8,114
1.6,4,4.5,4.8,4.7,110
1.6,4,5.1,5.8,5.4,129
2.4,4,9.6,6.8,8.4,198
2.4,4,9.3,6.6,8.0,190
2.0,4,10.9,7.6,9.4,224
2.0,4,6.0,5.1,5.6,132
1.6,4,8.8,6.5,7.8,181
1.6,4,8.8,6.6,7.8,181
2.0,4,9.9,7.6,8.9,210
3.3,6,13.2,9.7,11.6,275
3.3,6,12.9,9.5,11.4,269
3.3,6,14.1,10.5,12.5,296
2.4,4,11.2,8.3,9.9,234
2.0,4,12.3,9.4,11.0,259
2.4,4,11.5,9.3,10.5,246
3.3,6,14.0,10.1,12.2,289
3.3,6,13.2,9.3,11.4,270
1.6,4,9.4,7.8,8.7,205
1.6,4,9.7,7.8,8.8,208
2.0,4,9.5,7.8,8.7,206
1.6,4,9.1,7.7,8.5,199
2.4,4,10.4,8.0,9.3,220
2.0,4,11.9,10.2,11.1,263
2.4,4,11.3,9.5,10.5,247
6.5,12,22.2,12.7,17.9,428
6.5,12,23.9,14.5,19.7,461
6.5,12,23.0,13.5,18.7,438
6.5,12,23.9,14.5,19.7,461
5.2,10,16.4,11.4,14.2,331
5.2,10,16.9,11.8,14.6,340
2.0,4,12.0,9.2,10.7,252
2.0,4,11.3,8.0,9.8,231
2.0,4,12.0,8.5,10.4,243
1.8,4,5.5,5.9,5.7,132
2.5,4,5.8,6.1,5.9,139
3.5,6,11.4,7.7,9.7,226
3.5,6,12.4,9.2,11.0,257
3.5,6,8.0,6.9,7.5,176
5.0,8,14.9,9.7,12.5,293
4.6,8,16.0,12.9,14.6,341
2.0,4,10.6,7.3,9.1,214
3.5,6,12.6,9.2,11.0,258
3.5,6,12.6,9.2,11.0,258
4.6,8,15.1,10.3,12.9,303
4.6,8,15.1,10.3,12.9,303
5.7,8,18.2,13.0,15.8,372
2.0,4,10.7,8.5,9.7,226
2.0,4,10.8,8.9,9.9,232
2.5,4,7.2,7.9,7.5,176
3.5,6,12.6,9.2,11.0,258
3.5,6,12.6,9.2,11.0,258
5.0,8,15.2,9.5,12.6,289
3.5,6,12.2,9.0,10.8,252
3.5,6,7.5,8.4,7.9,185
2.7,6,14.0,9.5,12.0,281
3.0,6,14.4,9.7,12.3,288
3.7,6,14.3,9.7,12.2,287
2.0,4,12.3,9.3,10.9,256
2.0,4,12.1,9.3,10.8,254
2.3,4,13.1,9.4,11.4,268
3.5,6,15.7,11.2,13.7,321
3.7,6,14.7,10.2,12.7,298
2.7,6,14.1,9.8,12.1,284
3.7,6,14.4,10.3,12.5,293
2.0,4,11.2,7.6,9.8,230
3.0,6,13.4,8.7,11.2,264
2.0,4,11.8,8.4,10.2,239
3.0,6,14.0,9.2,11.8,278
2.0,4,5.7,6.2,5.9,139
3.5,6,15.9,12.0,14.2,333
3.5,6,16.1,12.4,14.5,339
3.0,6,14.1,9.8,12.4,286
3.0,6,14.7,10.0,12.4,293
3.0,6,14.7,9.9,12.6,295
4.7,8,18.2,11.4,15.1,355
4.7,8,18.2,11.6,15.2,358
3.0,6,16.8,11.9,14.7,340
3.0,6,16.8,12.4,14.7,346
3.8,8,16.1,10.8,13.8,321
3.0,6,14.9,10.3,13.1,300
3.0,6,15.0,10.3,13.1,301
2.0,4,8.2,6.9,7.6,179
2.0,4,8.8,7.5,8.2,192
2.0,4,9.4,7.4,8.5,199
2.5,4,9.8,7.7,8.6,204
2.5,4,10.2,8.3,9.2,221
2.5,4,10.6,8.4,9.6,225
2.5,4,11.5,8.9,10.4,242
2.0,4,8.4,6.4,7.5,176
2.0,4,8.5,6.2,7.5,175
2.0,4,8.5,6.2,7.5,175
2.5,4,8.8,6.6,7.8,182
2.5,4,8.5,6.4,7.6,176
2.5,4,9.3,6.9,8.2,194
2.0,4,8.4,6.4,7.5,174
2.0,4,8.6,6.4,7.6,178
2.5,4,9.0,6.7,7.8,183
2.5,4,8.7,6.6,7.8,181
2.5,4,9.6,7.0,8.4,198
2.5,4,10.8,8.2,9.6,226
2.5,4,11.1,8.3,9.8,230
2.5,4,9.1,6.7,8.0,187
2.5,4,8.9,6.7,7.9,186
2.5,4,9.8,6.9,8.4,196
2.0,4,9.0,6.7,8.0,187
2.0,4,8.9,7.1,8.1,190
4.0,8,13.4,9.6,11.7,273
4.0,8,14.0,10.1,12.2,291
4.0,8,13.8,10.1,12.1,285
4.0,8,13.4,9.6,11.7,273
4.0,8,14.0,10.1,12.2,291
4.0,8,13.8,10.1,12.1,285
2.0,4,10.7,7.6,9.3,221
5.5,8,15.1,10.8,13.1,308
5.5,8,20.0,16.6,18.5,413
6.0,12,22.2,18.0,20.3,467
2.0,4,11.3,8.5,10.0,233
3.0,6,17.4,11.1,14.6,353
3.0,6,13.6,10.1,12.0,281
3.0,6,13.6,10.2,12.0,281
5.5,8,17.3,13.5,15.6,363
5.5,8,17.2,12.8,15.2,363
5.5,8,18.2,14.0,16.3,369
4.0,8,14.5,10.8,12.8,303
4.0,8,14.5,10.8,12.8,303
5.5,8,15.7,10.1,13.2,313
5.5,8,16.4,10.6,13.8,322
5.5,8,15.3,10.2,13.0,305
6.0,12,17.6,10.9,14.6,349
6.0,12,17.1,11.0,14.3,348
6.0,12,18.7,11.6,15.5,365
5.5,8,14.7,9.5,12.4,298
6.0,12,17.6,10.8,14.5,340
3.0,6,11.6,8.2,10.1,234
2.0,4,9.7,6.6,8.3,179
2.0,4,10.1,7.8,9.0,212
2.0,4,10.8,8.0,9.5,222
2.0,4,10.4,8.0,9.3,218
2.0,4,9.6,6.4,8.1,190
4.7,8,13.6,9.4,11.7,275
2.0,4,10.8,8.1,9.5,246
3.0,6,11.8,8.6,10.4,245
3.0,6,12.4,9.3,11.0,259
3.0,6,11.5,8.1,10.0,233
3.0,6,11.8,8.4,10.2,239
4.7,8,13.7,9.2,11.7,275
4.7,8,13.4,8.9,11.4,268
4.0,8,19.0,16.6,17.9,401
2.0,4,10.3,7.6,9.1,212
2.0,4,13.6,10.0,12.0,128
2.0,4,11.1,8.5,10.0,233
3.0,6,13.1,10.1,11.7,276
4.7,8,15.3,11.3,13.5,318
3.0,6,14.4,11.4,13.0,306
4.7,8,16.7,12.9,15.0,347
6.0,12,18.2,11.0,15.0,359
2.0,4,11.1,9.1,10.2,240
2.0,4,11.5,9.3,10.5,248
3.0,6,12.6,8.6,10.8,253
4.7,8,14.3,9.2,12.0,280
4.7,8,14.3,9.2,12.0,280
4.7,8,13.9,9.3,11.8,276
4.7,8,14.1,9.3,11.9,278
6.0,12,17.5,10.8,14.5,350
3.0,6,11.5,8.4,10.1,237
4.7,8,13.6,9.5,11.7,275
2.0,4,9.5,7.2,8.5,200
1.5,3,8.8,6.8,7.9,184
1.5,3,8.5,6.2,7.5,175
1.5,3,8.8,6.8,7.9,184
1.5,3,8.5,6.3,7.5,175
1.5,3,9.5,7.2,8.4,197
1.5,3,9.6,7.0,8.4,197
1.5,3,10.2,7.8,9.1,213
1.5,3,10.6,7.4,9.1,214
1.5,3,8.8,6.8,7.9,184
1.5,3,8.5,6.3,7.5,175
1.5,3,9.5,7.2,8.4,197
1.5,3,9.6,7.0,8.4,197
1.5,3,10.3,7.9,9.2,215
1.5,3,10.6,7.4,9.1,214
2.0,4,9.3,7.2,8.3,196
2.0,4,10.2,7.3,8.9,210
2.0,4,9.3,7.2,8.3,196
2.0,4,10.2,7.3,8.9,210
2.0,4,10.0,7.2,8.7,205
2.0,4,10.8,7.7,9.4,220
2.0,4,10.2,7.4,9.0,210
2.0,4,11.4,7.8,9.7,227
2.0,4,9.4,7.2,8.4,196
2.0,4,10.2,7.3,8.9,210
2.0,4,10.5,7.4,9.1,213
2.0,4,11.3,7.7,9.7,227
2.0,4,9.3,7.2,8.3,196
2.0,4,10.2,7.3,8.9,210
2.0,4,10.2,7.4,9.0,210
2.0,4,11.4,7.8,9.7,227
2.0,4,9.4,7.2,8.4,196
2.0,4,10.8,7.7,9.4,220
2.0,4,8.7,6.9,7.9,183
2.0,4,9.7,7.1,8.5,200
2.4,4,9.9,7.7,8.9,206
2.4,4,10.5,7.8,9.3,218
2.4,4,10.2,7.9,9.2,212
2.0,4,9.3,7.2,8.4,194
2.0,4,9.9,7.3,8.7,205
1.2,3,6.4,5.5,6.0,141
1.2,3,7.1,5.8,6.5,150
1.2,3,6.9,5.7,6.4,149
1.2,3,7.2,5.9,6.6,155
2.4,4,9.2,7.5,8.4,197
2.4,4,9.8,8.1,9.0,211
3.0,6,11.9,8.5,10.4,242
2.0,4,9.7,7.8,8.8,204
2.0,4,10.3,8.2,9.3,216
2.0,4,10.1,8.2,9.2,213
3.7,6,12.6,9.3,11.1,261
3.7,6,13.3,9.3,11.5,269
3.7,6,13.0,9.7,11.5,270
3.7,6,13.6,9.7,11.8,278
2.5,4,8.8,6.0,7.5,176
3.5,6,10.6,7.3,9.1,214
2.5,4,8.8,6.5,7.8,183
5.6,8,17.5,12.9,15.4,362
2.5,4,13.5,10.5,12.2,286
2.5,4,12.2,10.4,11.4,268
4.0,6,14.8,10.6,12.9,304
4.0,6,15.8,11.5,13.8,326
4.0,6,15.1,11.5,13.5,317
3.8,6,14.5,10.7,12.8,300
1.6,4,8.5,7.5,8.0,189
1.6,4,8.6,7.2,8.0,188
